,pv panels,st panels,dec air heat pump,dec ground heat pump
7776,0.0,0.0,0.28745343846712945,0.28745343846712945
7777,0.0,0.0,0.29630400886227237,0.29630400886227237
7778,0.0,0.0,0.31789442193394324,0.31789442193394324
7779,0.0,0.0,0.3461316262009795,0.3461316262009795
7780,0.0,0.0,0.4173960651627053,0.4173960651627053
7781,0.0,0.0,0.5014993683093882,0.5014993683093882
7782,0.0,0.0,0.5426320305151017,0.5426320305151017
7783,0.0,0.0,0.5240780463715204,0.5240780463715204
7784,0.09465182,0.0,0.5012720022518159,0.5012720022518159
7785,0.28720211,0.0880068580034673,0.4799569175311927,0.4799569175311927
7786,0.37140255,0.21705922334318614,0.45442744219329695,0.45442744219329695
7787,0.36927496,0.22502316052821394,0.4314717193310347,0.4314717193310347
7788,0.37098336,0.24594433660926318,0.4243037961601693,0.4243037961601693
7789,0.34905864,0.22969939373279297,0.4182814766129956,0.4182814766129956
7790,0.24435193,0.10531656693927889,0.4215006412950326,0.4215006412950326
7791,0.16323321,0.11810789076667687,0.4246319084881889,0.4246319084881889
7792,0.0,0.0,0.43711905196953466,0.43711905196953466
7793,0.0,0.0,0.4393899362347832,0.4393899362347832
7794,0.0,0.0,0.43439568612538776,0.43439568612538776
7795,0.0,0.0,0.42039382603909803,0.42039382603909803
7796,0.0,0.0,0.40241287390745456,0.40241287390745456
7797,0.0,0.0,0.35504658237954057,0.35504658237954057
7798,0.0,0.0,0.304241623079508,0.304241623079508
7799,0.0,0.0,0.2844926069710444,0.2844926069710444
7800,0.0,0.0,0.3114651586979613,0.3114651586979613
7801,0.0,0.0,0.32092664327727094,0.32092664327727094
7802,0.0,0.0,0.34015510534460425,0.34015510534460425
7803,0.0,0.0,0.37037413002186637,0.37037413002186637
7804,0.0,0.0,0.4450810110635625,0.4450810110635625
7805,0.0,0.0,0.5364435941305876,0.5364435941305876
7806,0.0,0.0,0.5873451449719157,0.5873451449719157
7807,0.0,0.0,0.5675348719930661,0.5675348719930661
7808,0.0050776,0.0,0.5415830497287906,0.5415830497287906
7809,0.0202599,0.0,0.5156520796982207,0.5156520796982207
7810,0.03104187,0.0,0.48755055369624745,0.48755055369624745
7811,0.06074807,0.0,0.4661104216429036,0.4661104216429036
7812,0.07529911,0.0,0.4545417973924422,0.4545417973924422
7813,0.06892637,0.0,0.4480948337862492,0.4480948337862492
7814,0.0523512,0.0,0.4523125675208688,0.4523125675208688
7815,0.01993436,0.0,0.4579913443791776,0.4579913443791776
7816,0.0,0.0,0.46117230419157584,0.46117230419157584
7817,0.0,0.0,0.4588787448695372,0.4588787448695372
7818,0.0,0.0,0.45350892852616104,0.45350892852616104
7819,0.0,0.0,0.4494286430240787,0.4494286430240787
7820,0.0,0.0,0.42472703885004887,0.42472703885004887
7821,0.0,0.0,0.37485062952387954,0.37485062952387954
7822,0.0,0.0,0.3221897275357971,0.3221897275357971
7823,0.0,0.0,0.30432524830505103,0.30432524830505103
7824,0.0,0.0,0.30857296855738675,0.30857296855738675
7825,0.0,0.0,0.31795155606673114,0.31795155606673114
7826,0.0,0.0,0.336975006522278,0.336975006522278
7827,0.0,0.0,0.3669038858909133,0.3669038858909133
7828,0.0,0.0,0.44089432443620646,0.44089432443620646
7829,0.0,0.0,0.5316017691690764,0.5316017691690764
7830,0.0,0.0,0.5822361369870813,0.5822361369870813
7831,0.0,0.0,0.5625471286874778,0.5625471286874778
7832,0.09160922,0.0,0.5368178528836836,0.5368178528836836
7833,0.22620406,0.0011725539786934427,0.511132454886537,0.511132454886537
7834,0.38158387,0.2385919843594704,0.48329504071874513,0.48329504071874513
7835,0.52506904,0.4872531120850492,0.46204765708014495,0.46204765708014495
7836,0.50376165,0.47304593259626226,0.4505882471252651,0.4505882471252651
7837,0.41145533,0.34580381469527444,0.44420453847061864,0.44420453847061864
7838,0.3317719,0.2701682157552609,0.44839301523403713,0.44839301523403713
7839,0.17357372,0.15824409442150097,0.45403272345076096,0.45403272345076096
7840,0.0,0.0,0.45724762977883143,0.45724762977883143
7841,0.0,0.0,0.45503446175355183,0.45503446175355183
7842,0.0,0.0,0.4497418438107955,0.4497418438107955
7843,0.0,0.0,0.44570599457661103,0.44570599457661103
7844,0.0,0.0,0.4212404630310024,0.4212404630310024
7845,0.0,0.0,0.37179059222019806,0.37179059222019806
7846,0.0,0.0,0.3194294357886853,0.3194294357886853
7847,0.0,0.0,0.30157473623676945,0.30157473623676945
7848,0.0,0.0,0.2680256982307829,0.2680256982307829
7849,0.0,0.0,0.2804539751671686,0.2804539751671686
7850,0.0,0.0,0.3032540904174358,0.3032540904174358
