,biomethane boiler,biomethane CHP,large scale heat pump,TTES charge,TTES discharge,selling,heating_grid_92MW
7723,0.0,3.902933400581669,10.251227335167295,0.0,0.0,-1.7763568394002505e-15,32.547723213155116
7724,0.0,3.090551305791496,9.90190303440752,0.0,0.0,0.0,31.066223581000106
7725,0.0,0.9654318051807245,8.988101649144888,0.0,0.0,0.0,26.919134351267676
7726,0.0,0.0,8.572965972917176,2.6115773892970005,0.0,0.0,22.520170583352744
7727,0.0,0.0,8.572965972917176,4.995533065588486,0.0,0.0,20.066483975405454
7728,0.0,0.0,8.572965972917176,4.492236800487113,0.0,0.0,20.537675193379936
7729,0.0,0.0,8.572965972917176,3.9040662020442767,0.0,0.0,20.84966312807233
7730,0.0,0.0,8.572965972917176,1.717099333876945,0.0,0.0,23.015537308145323
7731,0.0,0.9266460459939574,8.971423772694578,0.0,0.0,0.0,26.540394442182983
7732,0.0,3.792945724440817,10.203932634426728,0.0,0.0,0.0,31.79517741260252
7733,0.0,8.15583474942792,12.079974915171181,0.0,0.0,0.0,39.867483262693106
7734,0.0,9.957281263764447,12.854596916335886,0.0,0.0,1.7763568394002505e-15,43.21971843242166
7735,0.0,9.129619256053612,12.49870225302023,0.0,0.0,-1.7763568394002505e-15,41.801283007929264
7736,0.0,6.401507992053894,11.917302601000314,0.0,0.0,0.0,38.62090180857789
7737,0.0,2.974784792121027,11.643436684960115,0.0,0.0,1.7763568394002505e-15,35.822082530702666
7738,0.0,0.0,12.779773332695928,5.670813130990549,0.0,0.0,34.10561771393576
7739,0.0,0.0,13.255286009201718,11.212823781821562,0.0,1.7763568394002505e-15,32.217922855671816
7740,0.0,0.0,13.540888933559279,16.818626038224227,0.0,0.0,29.02037839190335
7741,0.0,3.7718712279275852,13.629276870809514,15.701811603113606,0.0,0.0,28.502294099348724
7742,0.0,6.240533168850339,13.629276870809514,15.698844340587442,0.0,0.0,29.026644998876563
7743,0.0,15.64108408436151,8.007405981857442,3.2652546386060024,0.0,8.881784197001252e-16,29.861790548875657
7744,0.0,15.64108408436151,7.340909003265768,0.0,0.0,0.0,31.065362648919205
7745,0.0,15.64108408436151,7.923232968376794,0.0,0.0,0.0,32.47166111438414
7746,0.0,15.64108408436151,6.72566615627545,0.0,3.1952349103975806,0.0,31.94822165895481
7747,0.0,15.64108408436151,6.72566615627545,0.0,3.726040046639689,0.0,32.47484132934606
7748,0.0,15.64108408436151,6.72566615627545,0.0,2.5950093113930244,0.0,31.322899372748335
7749,0.0,15.60660203009919,6.710838872942651,0.0,0.0,0.0,28.50272433992314
7750,0.0,12.687473624822125,5.4556136586735136,0.0,0.0,0.0,23.067806029071917
7751,0.0,11.565218788198123,4.973044078925193,0.0,0.0,0.0,20.90657142069802
7752,0.0,0.0,8.572965972917176,0.0,1.7267559612753907,0.0,26.026556089716454
7753,0.0,0.060523388913762174,8.598991030150096,0.0,0.0,-1.7763568394002505e-15,24.523153737700934
7754,0.0,1.7127201264887457,9.309435627307336,0.0,0.0,1.7763568394002505e-15,27.637165586717792
7755,0.0,15.64108408436151,6.72566615627545,0.0,4.476842780407694,0.0,32.984714719801104
7756,0.0,15.64108408436151,10.911985905407281,0.0,0.0,0.0,40.570335839872484
7757,0.0,15.64108408436151,6.72566615627545,0.0,10.581031599320909,0.0,39.04361259908688
7758,0.0,15.64108408436151,6.72566615627545,0.0,12.938993293579578,0.0,41.3359237499158
7759,0.0,15.64108408436151,6.72566615627545,0.0,10.569998616763296,0.0,38.873025802370904
7760,0.0,0.0,1.6487802362184547,0.0,32.40021591275956,0.0,37.07065529746127
7761,0.0,11.234337264642177,9.038882870936005,0.0,0.0,0.0,34.56650137175095
7762,0.0,4.739880999399302,7.843459818579931,0.0,0.0,0.0,33.33823683060435
7763,0.0,14.734321824220254,11.992286794783265,19.997645778718663,0.0,-8.881784197001252e-16,31.589162185905614
7764,0.0,15.64108408436151,13.629276870809514,22.952935515234053,0.0,0.0,30.41925736339196
7765,0.0,15.64108408436151,13.629276870809514,19.063196245608047,0.0,0.0,31.02941335994262
7766,0.0,15.64108408436151,13.629276870809514,19.390404515518956,0.0,0.0,30.369575927235704
7767,0.0,15.64108408436151,8.347491584379977,1.7173488608282526,0.0,0.0,32.209158496709456
7768,0.0,15.64108408436151,8.446642677780536,0.0,0.0,0.0,33.996337800316184
7769,0.0,15.64108408436151,8.855478023277763,0.0,0.0,0.0,34.83424664746024
7770,0.0,15.64108408436151,9.09253864441197,0.0,0.10928505176588033,0.0,35.207669021012215
7771,0.0,15.64108408436151,6.72566615627545,0.0,8.322413477463439,0.0,36.43928104490144
7772,0.0,15.64108408436151,6.72566615627545,0.0,7.0788637647706985,0.0,35.03561912620886
7773,0.0,4.8970009680787445,10.678676389191034,0.0,0.0,1.7763568394002505e-15,32.40472008208703
7774,0.0,1.4721323700001616,9.205982892017245,0.0,0.0,1.7763568394002505e-15,26.42439922757126
7775,0.0,0.0,8.369137648534346,0.0,0.0,0.0,23.52159559171224
7776,0.0,1.5058129843548782,9.220465556189774,0.0,0.0,0.0,26.993831120562962
7777,0.0,1.88708724992421,9.384413490384585,0.0,0.0,1.7763568394002505e-15,27.80566939210459
7778,0.0,11.758862553237996,13.629276870809514,15.95499551773782,0.0,0.0,29.786199401845078
7779,0.0,4.419785636940686,10.47347379680167,0.04108233287411167,0.0,1.7763568394002505e-15,32.37663172591485
7780,0.0,8.122440717790683,12.065615481567171,0.0,0.0,-1.7763568394002505e-15,38.91494590068029
7781,0.0,11.758862553237996,13.629276870809514,0.0,1.5854307435965582,0.0,46.631929398825456
7782,0.0,15.64108408436151,6.72566615627545,0.0,22.49724406453421,0.0,50.406282955217364
7783,0.0,15.64108408436151,6.72566615627545,0.0,20.85415040944387,0.0,48.70374821728225
7784,0.0,15.64108408436151,7.993580025402071,0.0,15.306629039019136,0.0,46.61106645608631
7785,0.0,15.64108408436151,12.246395309058563,0.0,0.0,1.7763568394002505e-15,44.65522538525355
7786,0.0,0.1887599865793186,13.629276870809514,1.671878502341278,0.0,0.0,42.31272252032044
7787,0.0,0.25503964599414713,13.629276870809514,4.261150903197441,0.0,0.0,40.206427197125905
7788,0.0,15.64108408436151,13.629276870809514,14.983817686897343,0.0,0.0,39.54874721078981
7789,0.0,15.64108408436151,13.629276870809514,15.466378438974154,0.0,0.0,38.99618428434752
7790,0.0,15.64108408436151,13.629276870809514,11.755796654325998,0.0,0.0,39.29155022583431
7791,0.0,15.64108408436151,13.629276870809514,11.827002363263329,0.0,0.0,39.57885245323249
7792,0.0,15.64108408436151,10.784566427301101,0.0,0.0,0.0,40.72459181445494
7793,0.0,15.64108408436151,6.72566615627545,0.0,13.326657597582034,0.0,40.93295511816784
7794,0.0,15.64108408436151,6.72566615627545,0.0,12.938336089410484,0.0,40.47471206503864
7795,0.0,15.64108408436151,6.72566615627545,0.0,11.680726896286327,0.0,39.18999719009716
7796,0.0,0.9195345358871364,0.39539985043146864,0.0,35.932235596444585,0.0,37.54022010725678
7797,0.0,0.0,8.572965972917176,0.0,9.944924122945178,0.0,33.194509514797225
7798,0.0,0.0,8.572965972917176,0.0,5.240114723983066,0.0,28.53378620885333
7799,0.0,1.924728025432521,9.400599023853161,0.0,0.0,0.0,26.722248298951687
7800,0.0,0.0,8.572965972917176,0.0,5.981051365019081,0.0,29.19641690932282
7801,0.0,0.0,8.572965972917176,0.0,6.897776145277881,0.0,30.064361165990604
7802,0.0,0.0,8.572965972917176,0.0,8.724986871427358,0.0,31.828341295769555
7803,0.0,0.0,8.572965972917176,0.0,11.302150193098974,0.0,34.60072633387061
7804,0.0,10.319869209732053,13.010509733101959,0.0,0.0,0.0,41.455137639534364
7805,0.0,11.758862553237996,13.629276870809514,0.0,5.864841247039952,0.0,49.8384229437726
7806,0.0,15.64108408436151,13.629276870809514,0.0,7.728761457982991,0.0,54.509277899259146
7807,0.0,15.64108408436151,13.629276870809514,0.0,5.7275657700134275,0.0,52.69142324443716
