,biomass boiler,biomethane boiler,biomethane CHP,biomethane CHP generator,biomethane CHP boiler,large scale heat pump,geothermal plant,elec boiler,selling,heating grid
2120,1.14,1.06,0.43,0.43,0.43,3.110795872004501,25.0,0.99,0.0,0.9740697664884096
2121,1.14,1.06,0.43,0.43,0.43,3.1789884808199917,25.0,0.99,0.0,0.9714083879282752
2122,1.14,1.06,0.43,0.43,0.43,3.224980993938677,25.0,0.99,0.0,0.9688805278161531
2123,1.14,1.06,0.43,0.43,0.43,3.255376419033028,25.0,0.99,0.0,0.966081122400219
2124,1.14,1.06,0.43,0.43,0.43,3.28467939182519,25.0,0.99,0.0,0.9641646792030029
2125,1.14,1.06,0.43,0.43,0.43,3.3063216278195804,25.0,0.99,0.0,0.9621290664451887
2126,1.14,1.06,0.43,0.43,0.43,3.299811005092692,25.0,0.99,0.0,0.9613449355182527
2127,1.14,1.06,0.43,0.43,0.43,3.29908855435236,25.0,0.99,0.0,0.9609136733603537
2128,1.14,1.06,0.43,0.43,0.43,3.26891660295538,25.0,0.99,0.0,0.9615343022886733
2129,1.14,1.06,0.43,0.43,0.43,3.2468594590191904,25.0,0.99,0.0,0.9628628926118006
2130,1.14,1.06,0.43,0.43,0.43,3.2025823994651117,25.0,0.99,0.0,0.9654964377187869
2131,1.14,1.06,0.43,0.43,0.43,3.137179771452742,25.0,0.99,0.0,0.9660226398191614
2132,1.14,1.06,0.43,0.43,0.43,3.082680166414227,25.0,0.99,0.0,0.9655358777831476
2133,1.14,1.06,0.43,0.43,0.43,2.9853698567568694,25.0,0.99,0.0,0.9611006026843176
2134,1.14,1.06,0.43,0.43,0.43,2.98216896267965,25.0,0.99,0.0,0.9492960223243337
2135,1.14,1.06,0.43,0.43,0.43,2.964320009696864,25.0,0.99,0.0,0.9417592863590522
2136,1.14,1.06,0.43,0.43,0.43,2.959877856454649,25.0,0.99,0.0,0.9578471607175666
2137,1.14,1.06,0.43,0.43,0.43,2.9377867574245973,25.0,0.99,0.0,0.9597029001147201
2138,1.14,1.06,0.43,0.43,0.43,2.949123043642434,25.0,0.99,0.0,0.9627545200998829
2139,1.14,1.06,0.43,0.43,0.43,2.915893572372218,25.0,0.99,0.0,0.9675809453505282
2140,1.14,1.06,0.43,0.43,0.43,2.9233776408492216,25.0,0.99,0.0,0.9726950452382598
2141,1.14,1.06,0.43,0.43,0.43,2.924002354994464,25.0,0.99,0.0,0.977819803439678
2142,1.14,1.06,0.43,0.43,0.43,2.925252264824553,25.0,0.99,0.0,0.9798472980139579
2143,1.14,1.06,0.43,0.43,0.43,2.9359024732065664,25.0,0.99,0.0,0.9797341370946576
2144,1.14,1.06,0.43,0.43,0.43,2.9567097889206413,25.0,0.99,0.0,0.9778757567210931
2145,1.14,1.06,0.43,0.43,0.43,2.991784044717927,25.0,0.99,0.0,0.9761616025151432
2146,1.14,1.06,0.43,0.43,0.43,3.033882519403396,25.0,0.99,0.0,0.9744766539560248
2147,1.14,1.06,0.43,0.43,0.43,3.054210916949121,25.0,0.99,0.0,0.9731592416679785
2148,1.14,1.06,0.43,0.43,0.43,3.0833460288505945,25.0,0.99,0.0,0.9723134530935098
2149,1.14,1.06,0.43,0.43,0.43,3.1148375212800805,25.0,0.99,0.0,0.9719290233713344
2150,1.14,1.06,0.43,0.43,0.43,3.139220423181395,25.0,0.99,0.0,0.9717055539640581
2151,1.14,1.06,0.43,0.43,0.43,3.15013088893124,25.0,0.99,0.0,0.9719160912611609
2152,1.14,1.06,0.43,0.43,0.43,3.154918549451367,25.0,0.99,0.0,0.972721621590672
2153,1.14,1.06,0.43,0.43,0.43,3.1242926121001164,25.0,0.99,0.0,0.9727768443091902
2154,1.14,1.06,0.43,0.43,0.43,3.082014476839485,25.0,0.99,0.0,0.9730518235446624
2155,1.14,1.06,0.43,0.43,0.43,3.024755289135811,25.0,0.99,0.0,0.9730370605936577
2156,1.14,1.06,0.43,0.43,0.43,3.002081241568584,25.0,0.99,0.0,0.9715490732218736
2157,1.14,1.06,0.43,0.43,0.43,2.970679854256743,25.0,0.99,0.0,0.9669109549008721
2158,1.14,1.06,0.43,0.43,0.43,2.954810905081876,25.0,0.99,0.0,0.960475146593477
2159,1.14,1.06,0.43,0.43,0.43,2.976417744100196,25.0,0.99,0.0,0.9568119193297164
2160,1.14,1.06,0.43,0.43,0.43,2.970043132134336,25.0,0.99,0.0,0.9695376964054987
2161,1.14,1.06,0.43,0.43,0.43,2.959877856454649,25.0,0.99,0.0,0.9707399628171922
2162,1.14,1.06,0.43,0.43,0.43,2.9277540119925303,25.0,0.99,0.0,0.9725388148850237
2163,1.14,1.06,0.43,0.43,0.43,2.904090846877687,25.0,0.99,0.0,0.9759021430675066
2164,1.14,1.06,0.43,0.43,0.43,2.884956818933317,25.0,0.99,0.0,0.979691136067688
2165,1.14,1.06,0.43,0.43,0.43,2.8604911959095904,25.0,0.99,0.0,0.9842343075103936
2166,1.14,1.06,0.43,0.43,0.43,2.833264855373072,25.0,0.99,0.0,0.985777141320564
2167,1.14,1.06,0.43,0.43,0.43,2.7986311900241048,25.0,0.99,0.0,0.9857205214271763
2168,1.14,1.06,0.43,0.43,0.43,2.7732827191417115,25.0,0.99,0.0,0.984445587588465
2169,1.14,1.06,0.43,0.43,0.43,2.7487897451887227,25.0,0.99,0.0,0.9832563631636299
2170,1.14,1.06,0.43,0.43,0.43,2.744153947335869,25.0,0.99,0.0,0.9820597052964852
2171,1.14,1.06,0.43,0.43,0.43,2.7563430135045124,25.0,0.99,0.0,0.9810492770189578
2172,1.14,1.06,0.43,0.43,0.43,2.740683266106186,25.0,0.99,0.0,0.9803854497600898
2173,1.14,1.06,0.43,0.43,0.43,2.7516919000174966,25.0,0.99,0.0,0.9801145431604403
2174,1.14,1.06,0.43,0.43,0.43,2.8027840019193504,25.0,0.99,0.0,0.9799173133386748
2175,1.14,1.06,0.43,0.43,0.43,2.7750422361871747,25.0,0.99,0.0,0.9799170867069598
2176,1.14,1.06,0.43,0.43,0.43,2.7615868182399077,25.0,0.99,0.0,0.9804212801185659
2177,1.14,1.06,0.43,0.43,0.43,2.730878288243584,25.0,0.99,0.0,0.9808260734321201
2178,1.14,1.06,0.43,0.43,0.43,2.706834442347063,25.0,0.99,0.0,0.9809481675216165
2179,1.14,1.06,0.43,0.43,0.43,2.682481283792468,25.0,0.99,0.0,0.9808351192396534
2180,1.14,1.06,0.43,0.43,0.43,2.6734869386793902,25.0,0.99,0.0,0.9798865965653001
2181,1.14,1.06,0.43,0.43,0.43,2.647829421315936,25.0,0.99,0.0,0.9766828106784464
2182,1.14,1.06,0.43,0.43,0.43,2.636766366146843,25.0,0.99,0.0,0.9721724269324539
2183,1.14,1.06,0.43,0.43,0.43,2.6345604281770494,25.0,0.99,0.0,0.9689156351796704
2184,1.14,1.06,0.43,0.43,0.43,2.6202757851883107,25.0,0.99,0.0,0.9781800385716166
2185,1.14,1.06,0.43,0.43,0.43,2.60935092557394,25.0,0.99,0.0,0.9791402545725135
2186,1.14,1.06,0.43,0.43,0.43,2.600650446528975,25.0,0.99,0.0,0.9802324831450706
2187,1.14,1.06,0.43,0.43,0.43,2.5871256595498835,25.0,0.99,0.0,0.9818502629702214
2188,1.14,1.06,0.43,0.43,0.43,2.5801261911909195,25.0,0.99,0.0,0.9850369126809838
2189,1.14,1.06,0.43,0.43,0.43,2.573685340746508,25.0,0.99,0.0,0.9879870783680101
2190,1.14,1.06,0.43,0.43,0.43,2.561394320439181,25.0,0.99,0.0,0.9885455946517615
2191,1.14,1.06,0.43,0.43,0.43,2.5592639613139685,25.0,0.99,0.0,0.9880838602835705
2192,1.14,1.06,0.43,0.43,0.43,2.5677982011836256,25.0,0.99,0.0,0.9873238773967765
2193,1.14,1.06,0.43,0.43,0.43,2.576366676676812,25.0,0.99,0.0,0.9867941342480578
2194,1.14,1.06,0.43,0.43,0.43,2.594689094128497,25.0,0.99,0.0,0.9863343526308224
2195,1.14,1.06,0.43,0.43,0.43,2.5963132868391643,25.0,0.99,0.0,0.9853172443030934
2196,1.14,1.06,0.43,0.43,0.43,2.618633555667713,25.0,0.99,0.0,0.9845530427758986
2197,1.14,1.06,0.43,0.43,0.43,2.5871256595498835,25.0,0.99,0.0,0.9843197566593465
2198,1.14,1.06,0.43,0.43,0.43,2.5635268117963435,25.0,0.99,0.0,0.9844713751697425
2199,1.14,1.06,0.43,0.43,0.43,2.549173797345037,25.0,0.99,0.0,0.9849151459988896
2200,1.14,1.06,0.43,0.43,0.43,2.5412416466107097,25.0,0.99,0.0,0.9853980974312088
2201,1.14,1.06,0.43,0.43,0.43,2.531762197319229,25.0,0.99,0.0,0.9855160517451228
2202,1.14,1.06,0.43,0.43,0.43,2.52966142948644,25.0,0.99,0.0,0.9852404293298758
2203,1.14,1.06,0.43,0.43,0.43,2.5197113536023656,25.0,0.99,0.0,0.9849211807770113
2204,1.14,1.06,0.43,0.43,0.43,2.517622600050621,25.0,0.99,0.0,0.9847482678304547
2205,1.14,1.06,0.43,0.43,0.43,2.5181445932278708,25.0,0.99,0.0,0.9828049909271783
2206,1.14,1.06,0.43,0.43,0.43,2.5244186711856424,25.0,0.99,0.0,0.9799843740522086
2207,1.14,1.06,0.43,0.43,0.43,2.528087228738294,25.0,0.99,0.0,0.9790115292708209
2208,1.14,1.06,0.43,0.43,0.43,2.52966142948644,25.0,0.99,0.0,0.9821363710554224
2209,1.14,1.06,0.43,0.43,0.43,2.528087228738294,25.0,0.99,0.0,0.982045868883594
2210,1.14,1.06,0.43,0.43,0.43,2.528611831432904,25.0,0.99,0.0,0.9838920651032627
2211,1.14,1.06,0.43,0.43,0.43,2.523895114122544,25.0,0.99,0.0,0.9864503391609168
2212,1.14,1.06,0.43,0.43,0.43,2.52966142948644,25.0,0.99,0.0,0.9885824083059603
2213,1.14,1.06,0.43,0.43,0.43,2.52023386746779,25.0,0.99,0.0,0.988291785023222
2214,1.14,1.06,0.43,0.43,0.43,2.512409816287286,25.0,0.99,0.0,0.9888519172439318
2215,1.14,1.06,0.43,0.43,0.43,2.5144933712860422,25.0,0.99,0.0,0.988515031943247
2216,1.14,1.06,0.43,0.43,0.43,2.528611831432904,25.0,0.99,0.0,0.9879245706516692
2217,1.14,1.06,0.43,0.43,0.43,2.542825700302248,25.0,0.99,0.0,0.9873748798407225
2218,1.14,1.06,0.43,0.43,0.43,2.5688673850754573,25.0,0.99,0.0,0.9870997659947566
2219,1.14,1.06,0.43,0.43,0.43,2.6017360970705727,25.0,0.99,0.0,0.9864406854353548
2220,1.14,1.06,0.43,0.43,0.43,2.608806121473192,25.0,0.99,0.0,0.986094963538346
2221,1.14,1.06,0.43,0.43,0.43,2.623563960160223,25.0,0.99,0.0,0.9863202601381001
2222,1.14,1.06,0.43,0.43,0.43,2.6219192529888637,25.0,0.99,0.0,0.9865976509486469
2223,1.14,1.06,0.43,0.43,0.43,2.636766366146843,25.0,0.99,0.0,0.9865268841088924
2224,1.14,1.06,0.43,0.43,0.43,2.647829421315936,25.0,0.99,0.0,0.9873403547904213
2225,1.14,1.06,0.43,0.43,0.43,2.6246611206863317,25.0,0.99,0.0,0.9875856409004423
2226,1.14,1.06,0.43,0.43,0.43,2.5963132868391643,25.0,0.99,0.0,0.987438396226541
2227,1.14,1.06,0.43,0.43,0.43,2.5704721645923,25.0,0.99,0.0,0.9874338173594988
2228,1.14,1.06,0.43,0.43,0.43,2.542825700302248,25.0,0.99,0.0,0.9870558116919894
2229,1.14,1.06,0.43,0.43,0.43,2.52127928603707,25.0,0.99,0.0,0.9853264937308326
2230,1.14,1.06,0.43,0.43,0.43,2.550763797380315,25.0,0.99,0.0,0.9836822851362883
2231,1.14,1.06,0.43,0.43,0.43,2.4778168849147795,25.0,0.99,0.0,0.9819756652200123
2232,1.14,1.06,0.43,0.43,0.43,2.443794967361475,25.0,0.99,0.0,0.9817941169446583
2233,1.14,1.06,0.43,0.43,0.43,2.4488370454793804,25.0,0.99,0.0,0.9823327171915036
2234,1.14,1.06,0.43,0.43,0.43,2.4442986131912647,25.0,0.99,0.0,0.983559907562568
2235,1.14,1.06,0.43,0.43,0.43,2.41877098645411,25.0,0.99,0.0,0.9849056677097049
2236,1.14,1.06,0.43,0.43,0.43,2.394545764333787,25.0,0.99,0.0,0.9874909441334618
2237,1.14,1.06,0.43,0.43,0.43,2.3862093189876394,25.0,0.99,0.0,0.9895228763362018
2238,1.14,1.06,0.43,0.43,0.43,2.3818100329338514,25.0,0.99,0.0,0.9902654153925446
2239,1.14,1.06,0.43,0.43,0.43,2.422754049935222,25.0,0.99,0.0,0.9899344710928347
2240,1.14,1.06,0.43,0.43,0.43,2.5134513342371405,25.0,0.99,0.0,0.9894786711349257
2241,1.14,1.06,0.43,0.43,0.43,2.589283933136604,25.0,0.99,0.0,0.9890076022271379
2242,1.14,1.06,0.43,0.43,0.43,2.6673243534643363,25.0,0.99,0.0,0.9883834874613376
2243,1.14,1.06,0.43,0.43,0.43,2.741261346355997,25.0,0.99,0.0,0.9877595294115374
2244,1.14,1.06,0.43,0.43,0.43,2.8075391474808105,25.0,0.99,0.0,0.9875531948590431
2245,1.14,1.06,0.43,0.43,0.43,2.8708584880381234,25.0,0.99,0.0,0.9873706766111932
2246,1.14,1.06,0.43,0.43,0.43,2.915893572372218,25.0,0.99,0.0,0.9874632641991269
2247,1.14,1.06,0.43,0.43,0.43,2.953545796989747,25.0,0.99,0.0,0.9875488574507023
2248,1.14,1.06,0.43,0.43,0.43,2.9579765265185967,25.0,0.99,0.0,0.9878907204901893
2249,1.14,1.06,0.43,0.43,0.43,2.9579765265185967,25.0,0.99,0.0,0.9879337735706898
2250,1.14,1.06,0.43,0.43,0.43,2.924002354994464,25.0,0.99,0.0,0.9877812530427058
2251,1.14,1.06,0.43,0.43,0.43,2.878816906268579,25.0,0.99,0.0,0.9873549929802079
2252,1.14,1.06,0.43,0.43,0.43,2.8690256877062144,25.0,0.99,0.0,0.9867822209830841
2253,1.14,1.06,0.43,0.43,0.43,2.861708538568509,25.0,0.99,0.0,0.9850066131731218
2254,1.14,1.06,0.43,0.43,0.43,2.8544138125614134,25.0,0.99,0.0,0.9826077530204125
2255,1.14,1.06,0.43,0.43,0.43,2.8045660460266304,25.0,0.99,0.0,0.981536305099007
2256,1.14,1.06,0.43,0.43,0.43,2.8093248271020426,25.0,0.99,0.0,0.977639855760956
2257,1.14,1.06,0.43,0.43,0.43,2.813496725469717,25.0,0.99,0.0,0.9782946623426642
2258,1.14,1.06,0.43,0.43,0.43,2.827256930336828,25.0,0.99,0.0,0.9795427889249224
2259,1.14,1.06,0.43,0.43,0.43,2.8314608677020985,25.0,0.99,0.0,0.9812169875903135
2260,1.14,1.06,0.43,0.43,0.43,2.8320620434552417,25.0,0.99,0.0,0.9843773269206385
2261,1.14,1.06,0.43,0.43,0.43,2.8212643142873435,25.0,0.99,0.0,0.9869730023750248
2262,1.14,1.06,0.43,0.43,0.43,2.820665892921631,25.0,0.99,0.0,0.9880504113545512
2263,1.14,1.06,0.43,0.43,0.43,2.8182737328920755,25.0,0.99,0.0,0.9876480177741668
2264,1.14,1.06,0.43,0.43,0.43,2.8302589763786354,25.0,0.99,0.0,0.9870578755434757
2265,1.14,1.06,0.43,0.43,0.43,2.847746609957743,25.0,0.99,0.0,0.9864009647302316
2266,1.14,1.06,0.43,0.43,0.43,2.8954308409801235,25.0,0.99,0.0,0.9856101826677658
2267,1.14,1.06,0.43,0.43,0.43,2.9459688081948405,25.0,0.99,0.0,0.9849458843547253
2268,1.14,1.06,0.43,0.43,0.43,2.9655906681225623,25.0,0.99,0.0,0.9845589698084241
2269,1.14,1.06,0.43,0.43,0.43,3.00466219468144,25.0,0.99,0.0,0.9843334975043488
2270,1.14,1.06,0.43,0.43,0.43,3.05552804062236,25.0,0.99,0.0,0.9844762421877422
2271,1.14,1.06,0.43,0.43,0.43,3.0773594855407875,25.0,0.99,0.0,0.9846642367818301
2272,1.14,1.06,0.43,0.43,0.43,3.078023966550906,25.0,0.99,0.0,0.9847430737783331
2273,1.14,1.06,0.43,0.43,0.43,3.084678272517982,25.0,0.99,0.0,0.9846397759259342
2274,1.14,1.06,0.43,0.43,0.43,3.0833460288505945,25.0,0.99,0.0,0.9844432133499614
2275,1.14,1.06,0.43,0.43,0.43,3.078688620056089,25.0,0.99,0.0,0.9842970724136545
2276,1.14,1.06,0.43,0.43,0.43,3.0753670769579613,25.0,0.99,0.0,0.9833673913668003
2277,1.14,1.06,0.43,0.43,0.43,3.0766951769734363,25.0,0.99,0.0,0.9811428329976803
2278,1.14,1.06,0.43,0.43,0.43,3.082680166414227,25.0,0.99,0.0,0.9781781511362847
2279,1.14,1.06,0.43,0.43,0.43,3.0833460288505945,25.0,0.99,0.0,0.9770405264619837
2280,1.14,1.06,0.43,0.43,0.43,3.080683616065217,25.0,0.99,0.0,0.9611308835749268
2281,1.14,1.06,0.43,0.43,0.43,3.0840120642010267,25.0,0.99,0.0,0.9628412969767343
2282,1.14,1.06,0.43,0.43,0.43,3.072712943941327,25.0,0.99,0.0,0.9656567163605508
2283,1.14,1.06,0.43,0.43,0.43,3.066089649511025,25.0,0.99,0.0,0.97010734941537
2284,1.14,1.06,0.43,0.43,0.43,3.0522365109891862,25.0,0.99,0.0,0.974821848095281
2285,1.14,1.06,0.43,0.43,0.43,3.0397675105067856,25.0,0.99,0.0,0.9795456646462893
2286,1.14,1.06,0.43,0.43,0.43,3.033882519403396,25.0,0.99,0.0,0.9814156155885292
2287,1.14,1.06,0.43,0.43,0.43,3.0700615641605915,25.0,0.99,0.0,0.9813114656584421
2288,1.14,1.06,0.43,0.43,0.43,3.122263619778534,25.0,0.99,0.0,0.9795971775939999
2289,1.14,1.06,0.43,0.43,0.43,3.1935364195510787,25.0,0.99,0.0,0.978016191834985
2290,1.14,1.06,0.43,0.43,0.43,3.296200652230614,25.0,0.99,0.0,0.9764619945179946
2291,1.14,1.06,0.43,0.43,0.43,3.434524174556692,25.0,0.99,0.0,0.9752470026530036
2292,1.14,1.06,0.43,0.43,0.43,3.5097990905059704,25.0,0.99,0.0,0.9744668089450199
2293,1.14,1.06,0.43,0.43,0.43,3.587066196215893,25.0,0.99,0.0,0.9741123192954739
2294,1.14,1.06,0.43,0.43,0.43,3.652477544023852,25.0,0.99,0.0,0.9739060402807937
2295,1.14,1.06,0.43,0.43,0.43,3.67624440217545,25.0,0.99,0.0,0.9740999201356345
2296,1.14,1.06,0.43,0.43,0.43,3.673777157509392,25.0,0.99,0.0,0.9748424553860304
2297,1.14,1.06,0.43,0.43,0.43,3.6378185945778863,25.0,0.99,0.0,0.9748926011949506
2298,1.14,1.06,0.43,0.43,0.43,3.560821423240617,25.0,0.99,0.0,0.9751457151003835
2299,1.14,1.06,0.43,0.43,0.43,3.4194012879695594,25.0,0.99,0.0,0.9751316511893349
2300,1.14,1.06,0.43,0.43,0.43,3.274637982381506,25.0,0.99,0.0,0.9737584310094056
2301,1.14,1.06,0.43,0.43,0.43,3.1949261075125874,25.0,0.99,0.0,0.9694791381899353
2302,1.14,1.06,0.43,0.43,0.43,3.1734673739237578,25.0,0.99,0.0,0.9635437254066869
2303,1.14,1.06,0.43,0.43,0.43,3.196316522536556,25.0,0.99,0.0,0.960171205487777
2304,1.14,1.06,0.43,0.43,0.43,3.1921474582079377,25.0,0.99,0.0,0.9424311424043548
2305,1.14,1.06,0.43,0.43,0.43,3.175536437097184,25.0,0.99,0.0,0.9464171983236598
2306,1.14,1.06,0.43,0.43,0.43,3.1597149602595285,25.0,0.99,0.0,0.9504954741737696
2307,1.14,1.06,0.43,0.43,0.43,3.144669967634105,25.0,0.99,0.0,0.9585674597874767
2308,1.14,1.06,0.43,0.43,0.43,3.1399009950135723,25.0,0.99,0.0,0.967356232859179
2309,1.14,1.06,0.43,0.43,0.43,3.1433065160242544,25.0,0.99,0.0,0.9755303731553532
2310,1.14,1.06,0.43,0.43,0.43,3.128355354174068,25.0,0.99,0.0,0.9772746071103657
2311,1.14,1.06,0.43,0.43,0.43,3.1310673775609623,25.0,0.99,0.0,0.9759254393159302
2312,1.14,1.06,0.43,0.43,0.43,3.2039768212845923,25.0,0.99,0.0,0.9733857621532369
2313,1.14,1.06,0.43,0.43,0.43,3.304873489177107,25.0,0.99,0.0,0.9706537378618608
2314,1.14,1.06,0.43,0.43,0.43,3.3901412548753904,25.0,0.99,0.0,0.9680592723467442
2315,1.14,1.06,0.43,0.43,0.43,3.4919558595680056,25.0,0.99,0.0,0.9651865481770114
2316,1.14,1.06,0.43,0.43,0.43,3.5199328798459195,25.0,0.99,0.0,0.9632195924744749
2317,1.14,1.06,0.43,0.43,0.43,3.5426660649520136,25.0,0.99,0.0,0.9611283009010954
2318,1.14,1.06,0.43,0.43,0.43,3.545815510483762,25.0,0.99,0.0,0.9603231444213298
2319,1.14,1.06,0.43,0.43,0.43,3.440595835138606,25.0,0.99,0.0,0.9598779455705264
2320,1.14,1.06,0.43,0.43,0.43,3.4375583932910385,25.0,0.99,0.0,0.9605120986974429
2321,1.14,1.06,0.43,0.43,0.43,3.440595835138606,25.0,0.99,0.0,0.9618737418047325
2322,1.14,1.06,0.43,0.43,0.43,3.426952702640402,25.0,0.99,0.0,0.9645774003771972
2323,1.14,1.06,0.43,0.43,0.43,3.3826872280164606,25.0,0.99,0.0,0.9651136169542538
2324,1.14,1.06,0.43,0.43,0.43,3.342774266241473,25.0,0.99,0.0,0.9646143112980893
2325,1.14,1.06,0.43,0.43,0.43,3.360443070773887,25.0,0.99,0.0,0.9600589778318119
2326,1.14,1.06,0.43,0.43,0.43,3.34350823328578,25.0,0.99,0.0,0.9479467303598461
2327,1.14,1.06,0.43,0.43,0.43,3.2376629626793827,25.0,0.99,0.0,0.9402489317858366
2328,1.14,1.06,0.43,0.43,0.43,3.165207311225262,25.0,0.99,0.0,0.9477528636859961
2329,1.14,1.06,0.43,0.43,0.43,3.122263619778534,25.0,0.99,0.0,0.9498396345546967
2330,1.14,1.06,0.43,0.43,0.43,3.0515787166759933,25.0,0.99,0.0,0.9528922192539651
2331,1.14,1.06,0.43,0.43,0.43,3.035842659982952,25.0,0.99,0.0,0.9586603497434061
2332,1.14,1.06,0.43,0.43,0.43,3.0280112198325084,25.0,0.99,0.0,0.9652010645130282
2333,1.14,1.06,0.43,0.43,0.43,3.007892138309905,25.0,0.99,0.0,0.9730429253859737
2334,1.14,1.06,0.43,0.43,0.43,2.9840890037314303,25.0,0.99,0.0,0.9757170806331547
2335,1.14,1.06,0.43,0.43,0.43,2.9860105311161766,25.0,0.99,0.0,0.9756013580566014
2336,1.14,1.06,0.43,0.43,0.43,3.008538627837366,25.0,0.99,0.0,0.9734288896566591
2337,1.14,1.06,0.43,0.43,0.43,3.024755289135811,25.0,0.99,0.0,0.9713980770387367
2338,1.14,1.06,0.43,0.43,0.43,3.0306189983795777,25.0,0.99,0.0,0.9693582726548094
2339,1.14,1.06,0.43,0.43,0.43,3.0091852844163345,25.0,0.99,0.0,0.9676336244025269
2340,1.14,1.06,0.43,0.43,0.43,3.054210916949121,25.0,0.99,0.0,0.9665123779089437
2341,1.14,1.06,0.43,0.43,0.43,3.0926862828295234,25.0,0.99,0.0,0.96605027587516
2342,1.14,1.06,0.43,0.43,0.43,3.129033095182597,25.0,0.99,0.0,0.9657295986551173
2343,1.14,1.06,0.43,0.43,0.43,3.200492134428768,25.0,0.99,0.0,0.9657508259146043
2344,1.14,1.06,0.43,0.43,0.43,3.259644970015661,25.0,0.99,0.0,0.9666330885151011
2345,1.14,1.06,0.43,0.43,0.43,3.3012564772345017,25.0,0.99,0.0,0.9673491826871536
2346,1.14,1.06,0.43,0.43,0.43,3.304149705801401,25.0,0.99,0.0,0.9675736289657858
2347,1.14,1.06,0.43,0.43,0.43,3.281088930443014,25.0,0.99,0.0,0.9673975127723855
2348,1.14,1.06,0.43,0.43,0.43,3.223575575752841,25.0,0.99,0.0,0.9658003558899104
2349,1.14,1.06,0.43,0.43,0.43,3.208164468268776,25.0,0.99,0.0,0.9603840395925554
2350,1.14,1.06,0.43,0.43,0.43,3.175536437097184,25.0,0.99,0.0,0.9525949478845365
2351,1.14,1.06,0.43,0.43,0.43,3.222170893802086,25.0,0.99,0.0,0.9468271617161267
2352,1.14,1.06,0.43,0.43,0.43,3.264633453603996,25.0,0.99,0.0,0.9609189091546535
2353,1.14,1.06,0.43,0.43,0.43,3.2911541327569718,25.0,0.99,0.0,0.9614735300564194
2354,1.14,1.06,0.43,0.43,0.43,3.2369568377998568,25.0,0.99,0.0,0.9652607318504468
2355,1.14,1.06,0.43,0.43,0.43,3.016309546619111,25.0,0.99,0.0,0.9699956928920909
2356,1.14,1.06,0.43,0.43,0.43,2.737217860584203,25.0,0.99,0.0,0.9750176347663649
2357,1.14,1.06,0.43,0.43,0.43,2.691512031074664,25.0,0.99,0.0,0.9800761533272218
2358,1.14,1.06,0.43,0.43,0.43,2.6718045376354693,25.0,0.99,0.0,0.9815684696113547
2359,1.14,1.06,0.43,0.43,0.43,2.677979571692431,25.0,0.99,0.0,0.9809458085069929
2360,1.14,1.06,0.43,0.43,0.43,2.714820675041944,25.0,0.99,0.0,0.979352907487932
2361,1.14,1.06,0.43,0.43,0.43,2.768012209299977,25.0,0.99,0.0,0.977711508613721
2362,1.14,1.06,0.43,0.43,0.43,2.806349452437469,25.0,0.99,0.0,0.976580544980775
2363,1.14,1.06,0.43,0.43,0.43,2.7873965043591893,25.0,0.99,0.0,0.9751790434748835
2364,1.14,1.06,0.43,0.43,0.43,2.857450561851199,25.0,0.99,0.0,0.9723022056244817
2365,1.14,1.06,0.43,0.43,0.43,2.9109169883086623,25.0,0.99,0.0,0.9717815036354219
2366,1.14,1.06,0.43,0.43,0.43,2.957343076183055,25.0,0.99,0.0,0.9723018451667238
2367,1.14,1.06,0.43,0.43,0.43,2.981529279059796,25.0,0.99,0.0,0.9730867641702879
2368,1.14,1.06,0.43,0.43,0.43,3.0065996602078764,25.0,0.99,0.0,0.9741315694657127
2369,1.14,1.06,0.43,0.43,0.43,2.994354358008554,25.0,0.99,0.0,0.9752581689565489
2370,1.14,1.06,0.43,0.43,0.43,2.964320009696864,25.0,0.99,0.0,0.9748048501336757
2371,1.14,1.06,0.43,0.43,0.43,2.9053305309624444,25.0,0.99,0.0,0.9752229131228041
2372,1.14,1.06,0.43,0.43,0.43,2.8140933187664428,25.0,0.99,0.0,0.9742883994590982
2373,1.14,1.06,0.43,0.43,0.43,2.7633374177227483,25.0,0.99,0.0,0.9717109986090153
2374,1.14,1.06,0.43,0.43,0.43,2.725704491067545,25.0,0.99,0.0,0.9649951783498151
2375,1.14,1.06,0.43,0.43,0.43,2.7280025003747963,25.0,0.99,0.0,0.9615251629625242
2376,1.14,1.06,0.43,0.43,0.43,2.69887643603891,25.0,0.99,0.0,0.975148996355745
2377,1.14,1.06,0.43,0.43,0.43,2.668443552263763,25.0,0.99,0.0,0.9734996571003414
2378,1.14,1.06,0.43,0.43,0.43,2.6673243534643363,25.0,0.99,0.0,0.9766122770317205
2379,1.14,1.06,0.43,0.43,0.43,2.6718045376354693,25.0,0.99,0.0,0.9804990810908036
2380,1.14,1.06,0.43,0.43,0.43,2.66341159914769,25.0,0.99,0.0,0.9841868024375839
2381,1.14,1.06,0.43,0.43,0.43,2.655606770699474,25.0,0.99,0.0,0.9833492643194782
2382,1.14,1.06,0.43,0.43,0.43,2.653381871838977,25.0,0.99,0.0,0.9841873001997539
2383,1.14,1.06,0.43,0.43,0.43,2.6723651965263846,25.0,0.99,0.0,0.983162837043313
2384,1.14,1.06,0.43,0.43,0.43,2.725704491067545,25.0,0.99,0.0,0.9823549014722105
2385,1.14,1.06,0.43,0.43,0.43,2.77856529809361,25.0,0.99,0.0,0.9810569625572385
