,battery storage,TTES storage,PTES storage
78,4.16665e-05,7.87952044853204e-05,3.637711940405626e-05
79,4.16665e-05,7.947361563834707e-05,3.669031921970358e-05
80,4.16665e-05,7.911991481994869e-05,3.652702734187632e-05
81,4.16665e-05,7.784695557635524e-05,3.593934449108401e-05
82,4.16665e-05,7.386775264648995e-05,3.410227913846288e-05
83,4.16665e-05,7.039735279501917e-05,3.250011120703387e-05
84,4.16665e-05,6.593579981024341e-05,3.044036091239572e-05
85,4.16665e-05,6.337721516712786e-05,2.9259147668824043e-05
86,4.16665e-05,6.423470757985548e-05,2.9655023332699952e-05
87,4.16665e-05,6.426181611391335e-05,2.966753843925667e-05
88,4.16665e-05,6.533057324097213e-05,3.016094797958214e-05
89,4.16665e-05,6.739297867061729e-05,3.1113091819601664e-05
90,4.16665e-05,7.001212403256426e-05,3.232226392836717e-05
91,4.16665e-05,7.244529470103278e-05,3.3445577720310145e-05
92,4.16665e-05,7.542573211673451e-05,3.482154632722578e-05
93,4.16665e-05,7.92567262203813e-05,3.659018860507605e-05
94,4.16665e-05,7.994148102412366e-05,3.690631707280378e-05
95,4.16665e-05,8.208525434694722e-05,3.789602575684065e-05
96,4.16665e-05,8.384754166123821e-05,3.870961506693832e-05
97,4.16665e-05,8.567982058842443e-05,3.955551717165596e-05
98,4.16665e-05,8.718423850112698e-05,4.025005677468697e-05
99,4.16665e-05,8.79490501768999e-05,4.06031448316688e-05
100,4.16665e-05,8.807076368862959e-05,4.0659335902917336e-05
101,4.16665e-05,8.828133060138213e-05,4.07565476276381e-05
102,4.16665e-05,8.806759186327174e-05,4.065787157687714e-05
103,4.16665e-05,8.80102241153005e-05,4.063138679989708e-05
104,4.16665e-05,8.798622397009324e-05,4.062030673285972e-05
105,4.16665e-05,8.845535808601286e-05,4.083689031637596e-05
106,4.16665e-05,9.005624178059711e-05,4.157596495537568e-05
107,4.16665e-05,9.040173814407004e-05,4.173546910984569e-05
108,4.16665e-05,9.046925573318622e-05,4.176663973015432e-05
109,4.16665e-05,9.070942634927816e-05,4.187751849791676e-05
110,4.16665e-05,9.078132105738806e-05,4.191070988816083e-05
111,4.16665e-05,9.111926847650942e-05,4.20667289466552e-05
112,4.16665e-05,9.21665417731448e-05,4.255022011860186e-05
113,4.16665e-05,9.293078252035332e-05,4.290304459689646e-05
114,4.16665e-05,9.351207238092444e-05,4.317140674919347e-05
115,4.16665e-05,9.350520009264928e-05,4.3168234042773095e-05
116,4.16665e-05,9.379768468164228e-05,4.330326442802487e-05
117,4.16665e-05,9.352972887541616e-05,4.317955816415047e-05
118,4.16665e-05,9.358079526367664e-05,4.32031338133974e-05
119,4.16665e-05,9.359344027410297e-05,4.320897159321088e-05
120,4.16665e-05,9.369178800569688e-05,4.325437546263008e-05
121,4.16665e-05,9.396541080656226e-05,4.338069798902959e-05
122,4.16665e-05,9.401083134568582e-05,4.340166713792497e-05
123,4.16665e-05,9.396352885685004e-05,4.337982915557912e-05
124,4.16665e-05,9.386014849568836e-05,4.333210188884281e-05
125,4.16665e-05,9.365268997178656e-05,4.323632520364147e-05
126,4.16665e-05,9.33670776710686e-05,4.310446752481001e-05
127,4.16665e-05,9.34364349188923e-05,4.313648745422196e-05
128,4.16665e-05,9.32170291861428e-05,4.303519514093593e-05
129,4.16665e-05,9.271446403095196e-05,4.280317756095616e-05
130,4.16665e-05,9.171889148764856e-05,4.234355490346444e-05
131,4.16665e-05,9.13620399893948e-05,4.217880846177061e-05
132,4.16665e-05,9.040554433449942e-05,4.173722630109391e-05
133,4.16665e-05,8.983053468813671e-05,4.147176351435647e-05
134,4.16665e-05,9.011678135392606e-05,4.160391405839588e-05
135,4.16665e-05,9.05726149488454e-05,4.1814357234716976e-05
136,4.16665e-05,9.473151235798068e-05,4.373438153860109e-05
137,4.16665e-05,9.609848450517897e-05,4.43654670132243e-05
138,4.16665e-05,9.732669986572514e-05,4.493249310467645e-05
139,4.16665e-05,9.72315028139866e-05,4.488854379912383e-05
140,4.16665e-05,9.628574907430298e-05,4.445192082263656e-05
141,4.16665e-05,9.569244856837704e-05,4.417801375573409e-05
142,4.16665e-05,9.693013711399172e-05,4.4749413300959525e-05
143,4.16665e-05,9.726558936383166e-05,4.4904280422968974e-05
144,4.16665e-05,9.878193333987956e-05,4.560432589191108e-05
145,4.16665e-05,9.92554657202954e-05,4.582294000753639e-05
146,4.16665e-05,9.91898935173986e-05,4.579266750719904e-05
147,4.16665e-05,9.97592573146245e-05,4.605552379358499e-05
148,4.16665e-05,0.0001012208132939,4.6730275470726384e-05
149,4.16665e-05,0.0001027655556797,4.744343153881488e-05
150,4.16665e-05,0.0001014811990103,4.685048687645154e-05
151,4.16665e-05,0.0001008613820444,4.656433804385316e-05
152,4.16665e-05,9.959341313941675e-05,4.597895906603075e-05
153,4.16665e-05,9.80404874442424e-05,4.526202503675858e-05
154,4.16665e-05,9.595346864982075e-05,4.429851802666727e-05
155,4.16665e-05,9.552091625302772e-05,4.409882300348114e-05
156,4.16665e-05,9.446097680046355e-05,4.360948428954736e-05
157,4.16665e-05,9.336204504150098e-05,4.310214412749297e-05
158,4.16665e-05,9.319683523136476e-05,4.3025872265146745e-05
159,4.16665e-05,9.476299801103244e-05,4.374891741509331e-05
160,4.16665e-05,9.482920457900064e-05,4.377948278063864e-05
161,4.16665e-05,9.33008711031004e-05,4.30739021592647e-05
162,4.16665e-05,9.23349022631364e-05,4.262794654481465e-05
163,4.16665e-05,9.23594944824104e-05,4.263929995271282e-05
164,4.16665e-05,9.26962154623935e-05,4.2794752805138346e-05
165,4.16665e-05,9.274408887979382e-05,4.281685436617149e-05
166,4.16665e-05,9.326492374904544e-05,4.3057306464142656e-05
167,4.16665e-05,9.294082663398632e-05,4.290768162935703e-05
168,4.16665e-05,9.333113031701364e-05,4.308787182968798e-05
169,4.16665e-05,9.400702515525644e-05,4.3399909946676754e-05
170,4.16665e-05,9.668802111168044e-05,4.463763641322582e-05
171,4.16665e-05,9.812494258076916e-05,4.530101515812177e-05
172,4.16665e-05,9.918737720261472e-05,4.579150580854048e-05
173,4.16665e-05,9.818042837902816e-05,4.532663110165136e-05
174,4.16665e-05,9.559970439491524e-05,4.413519686231923e-05
175,4.16665e-05,9.446351426074975e-05,4.361065575037949e-05
176,4.16665e-05,9.318548009658392e-05,4.302062997792293e-05
177,4.16665e-05,9.21022594458936e-05,4.252054311085422e-05
178,4.16665e-05,9.24332499947302e-05,4.267335041423379e-05
179,4.16665e-05,9.22239941031256e-05,4.2576743944276334e-05
180,4.16665e-05,9.146542035055632e-05,4.222653572850685e-05
181,4.16665e-05,9.187022984821998e-05,4.241342277992824e-05
182,4.16665e-05,9.185447644894294e-05,4.240614996059533e-05
183,4.16665e-05,9.25770182654477e-05,4.273972343254836e-05
184,4.16665e-05,9.53739761569524e-05,4.403098565912638e-05
185,4.16665e-05,9.966847967288448e-05,4.601361478231502e-05
186,4.16665e-05,9.968865248216008e-05,4.602292789593058e-05
187,4.16665e-05,9.711993914340196e-05,4.483703857120392e-05
188,4.16665e-05,9.436899386508766e-05,4.356701883438215e-05
189,4.16665e-05,9.350012517207676e-05,4.316589112110879e-05
190,4.16665e-05,9.303731356137036e-05,4.295222642749933e-05
191,4.16665e-05,9.281978977833308e-05,4.285180294766379e-05
192,4.16665e-05,9.265959145226224e-05,4.277784472046108e-05
193,4.16665e-05,9.248499303906696e-05,4.269723845303594e-05
194,4.16665e-05,9.17573551564874e-05,4.236131229724503e-05
195,4.16665e-05,9.298749475775058e-05,4.292922674649487e-05
196,4.16665e-05,9.22882764303768e-05,4.260642095202397e-05
197,4.16665e-05,9.040992145349316e-05,4.173924707102936e-05
198,4.16665e-05,8.754677813952245e-05,4.041742924107955e-05
199,4.16665e-05,8.68841203857728e-05,4.011150224476513e-05
200,4.16665e-05,8.729709204735725e-05,4.03021574951966e-05
201,4.16665e-05,8.823654442733008e-05,4.073587134395074e-05
202,4.16665e-05,9.005057478595774e-05,4.157334869285051e-05
203,4.16665e-05,8.914449000874885e-05,4.115503955403908e-05
204,4.16665e-05,8.788098280472168e-05,4.057172039484653e-05
205,4.16665e-05,8.698625316229376e-05,4.015865354325896e-05
206,4.16665e-05,8.830277214080076e-05,4.0766446471669696e-05
207,4.16665e-05,8.899317279367991e-05,4.10851814397489e-05
208,4.16665e-05,9.012496466334918e-05,4.160769201957956e-05
209,4.16665e-05,9.067413450579704e-05,4.186122543017632e-05
210,4.16665e-05,9.178953861111775e-05,4.237617032546605e-05
211,4.16665e-05,9.261799824907036e-05,4.27586425249875e-05
212,4.16665e-05,9.232354712835544e-05,4.262270425759078e-05
213,4.16665e-05,9.26552354787708e-05,4.277583371269921e-05
214,4.16665e-05,9.402658474496286e-05,4.340893995725786e-05
215,4.16665e-05,9.441686728248784e-05,4.358912039541523e-05
216,4.16665e-05,9.293078252035332e-05,4.290304459689646e-05
217,4.16665e-05,9.396604517163388e-05,4.338099085423766e-05
218,4.16665e-05,9.29401922689148e-05,4.290738876414901e-05
219,4.16665e-05,9.40915648737928e-05,4.343893911673436e-05
220,4.16665e-05,9.369931580454602e-05,4.32578507964321e-05
221,4.16665e-05,9.418862272974124e-05,4.348374749356389e-05
222,4.16665e-05,9.373970371410183e-05,4.3276496548010375e-05
223,4.16665e-05,9.413821185205474e-05,4.346047447169862e-05
224,4.16665e-05,9.366152879178352e-05,4.324040579220674e-05
225,4.16665e-05,9.282101621747132e-05,4.28523691537326e-05
226,4.16665e-05,9.204298860270768e-05,4.2493179738250055e-05
227,4.16665e-05,9.12460146178068e-05,4.212524341522083e-05
228,4.16665e-05,9.044085732348274e-05,4.175352913100788e-05
229,4.16665e-05,9.03739740994381e-05,4.172265137590727e-05
230,4.16665e-05,8.986394458190535e-05,4.148718774864631e-05
231,4.16665e-05,8.954109505148707e-05,4.133813888210321e-05
232,4.16665e-05,9.06381871517421e-05,4.184462973505428e-05
233,4.16665e-05,9.142507473200528e-05,4.220790950127578e-05
234,4.16665e-05,9.154110010359324e-05,4.226147454782557e-05
235,4.16665e-05,9.162621075069402e-05,4.2300767296570416e-05
236,4.16665e-05,9.193267251676374e-05,4.244225047857261e-05
237,4.16665e-05,9.210794758603516e-05,4.252316913555292e-05
238,4.16665e-05,9.16993318979423e-05,4.2334524892883374e-05
239,4.16665e-05,9.209722681632586e-05,4.251821971353713e-05
240,4.16665e-05,9.197807191038484e-05,4.246320986529435e-05
241,4.16665e-05,9.26388688599246e-05,4.276827779033187e-05
242,4.16665e-05,9.286392044181112e-05,4.28721766039695e-05
243,4.16665e-05,9.31231008645474e-05,4.29918315657994e-05
244,4.16665e-05,9.394591465336308e-05,4.337169726496932e-05
245,4.16665e-05,9.492632587145618e-05,4.382432044398896e-05
246,4.16665e-05,9.527182223492913e-05,4.398382459845896e-05
247,4.16665e-05,9.516025856434449e-05,4.393231937053905e-05
248,4.16665e-05,9.486832375841344e-05,4.379754280180088e-05
249,4.16665e-05,9.380085650700012e-05,4.330472875406507e-05
250,4.16665e-05,9.297613962296976e-05,4.292398445927105e-05
251,4.16665e-05,9.168106218388138e-05,4.232609037489192e-05
252,4.16665e-05,9.086831365420104e-05,4.195087147035616e-05
253,4.16665e-05,9.009536096000978e-05,4.159402497653787e-05
254,4.16665e-05,9.015962214175864e-05,4.162369222211192e-05
255,4.16665e-05,9.087463615941426e-05,4.195379036026293e-05
256,4.16665e-05,9.173024662242951e-05,4.234879719068831e-05
257,4.16665e-05,9.348877003729591e-05,4.316064883388497e-05
258,4.16665e-05,9.428071139262906e-05,4.35262617595971e-05
259,4.16665e-05,9.598180362301712e-05,4.431159933929292e-05
260,4.16665e-05,9.632924537270954e-05,4.447200161373425e-05
261,4.16665e-05,9.861486272553356e-05,4.552719495828801e-05
262,4.16665e-05,9.912368694943036e-05,4.576210214165371e-05
263,4.16665e-05,9.980402234317409e-05,4.607619031509872e-05
264,4.16665e-05,9.93828462266642e-05,4.588174734130999e-05
265,4.16665e-05,0.0001007371733634,4.6506995036119714e-05
266,4.16665e-05,0.0001011022716076,4.667554872551805e-05
267,4.16665e-05,0.000100999462175,4.662808503746898e-05
268,4.16665e-05,0.0001016218166012,4.691540533089954e-05
269,4.16665e-05,0.0001011936413234,4.6717731077648825e-05
270,4.16665e-05,0.0001009389437471,4.660014569662236e-05
271,4.16665e-05,0.0001014534561112,4.683767890468675e-05
272,4.16665e-05,9.988720874955772e-05,4.611459470604582e-05
273,4.16665e-05,9.942949320492612e-05,4.590328269627425e-05
274,4.16665e-05,9.876806189031488e-05,4.559792190602871e-05
275,4.16665e-05,9.849761091480722e-05,4.5473063705669344e-05
276,4.16665e-05,9.802976667453308e-05,4.525707561474278e-05
277,4.16665e-05,9.744020892252924e-05,4.498489645256769e-05
278,4.16665e-05,9.771387401439954e-05,4.511123850331447e-05
279,4.16665e-05,9.866216521436936e-05,4.554903294063386e-05
280,4.16665e-05,0.0001020095828239,4.7094424070398365e-05
281,4.16665e-05,0.0001028657642155,4.748969447951097e-05
282,4.16665e-05,0.0001023500465578,4.725160482755127e-05
283,4.16665e-05,0.0001021286954389,4.714941439429393e-05
284,4.16665e-05,0.0001023891445917,4.726965508653988e-05
285,4.16665e-05,0.0001025133955637,4.732701761862054e-05
286,4.16665e-05,0.0001021589546528,4.716338406471721e-05
287,4.16665e-05,0.0001006344062218,4.6459550872417855e-05
288,4.16665e-05,0.0001021394162086,4.715436381630972e-05
289,4.16665e-05,0.0001018726868415,4.703122375850416e-05
290,4.16665e-05,0.0001007914327225,4.653204477358041e-05
291,4.16665e-05,0.0001018500611539,4.702077823275089e-05
292,4.16665e-05,0.0001030694376945,4.7583723735637726e-05
293,4.16665e-05,0.0001034660427372,4.7766823063701866e-05
294,4.16665e-05,0.0001025619033462,4.7349412044861695e-05
295,4.16665e-05,0.0001010284526587,4.664146897747624e-05
296,4.16665e-05,0.0001011842315748,4.671338691039627e-05
297,4.16665e-05,9.979074296767612e-05,4.607005967007715e-05
298,4.16665e-05,9.929830650812796e-05,4.5842718171252433e-05
299,4.16665e-05,9.8156491670328e-05,4.531558032113479e-05
300,4.16665e-05,9.656315692009538e-05,4.457999077811071e-05
301,4.16665e-05,9.526746626143782e-05,4.398181359069714e-05
302,4.16665e-05,9.498813417492842e-05,4.3852855277425305e-05
303,4.16665e-05,9.67440989840062e-05,4.4663525697616205e-05
304,4.16665e-05,9.770440082933092e-05,4.5106865049541125e-05
305,4.16665e-05,9.827943162119596e-05,4.537233759845215e-05
306,4.16665e-05,9.981410874781188e-05,4.608084687190649e-05
307,4.16665e-05,9.999253449693882e-05,4.616322009275344e-05
308,4.16665e-05,0.0001002523069937,4.628314839544416e-05
309,4.16665e-05,0.0001006797844699,4.648050049696602e-05
310,4.16665e-05,9.91243213145019e-05,4.5762395006861726e-05
311,4.16665e-05,9.9706266685647e-05,4.603105978654039e-05
312,4.16665e-05,0.0001011079386022,4.667816498804317e-05
313,4.16665e-05,0.0001015347817134,4.687522422435702e-05
314,4.16665e-05,0.000102453426919,4.729933209428757e-05
315,4.16665e-05,0.0001030707275701,4.75843192282274e-05
316,4.16665e-05,0.0001029717243279,4.753861273142655e-05
317,4.16665e-05,0.0001028758929111,4.749437056066596e-05
318,4.16665e-05,0.0001033159942523,4.769755067982773e-05
319,4.16665e-05,0.000102958508389,4.753251137292584e-05
320,4.16665e-05,0.0001004868106151,4.639141090068149e-05
321,4.16665e-05,9.735636700557168e-05,4.494618943423893e-05
322,4.16665e-05,9.449254703552476e-05,4.362405921473395e-05
323,4.16665e-05,9.11678608409908e-05,4.208916242159077e-05
324,4.16665e-05,8.752850842546166e-05,4.040899472308815e-05
325,4.16665e-05,8.482232817569683e-05,3.915964150778005e-05
326,4.16665e-05,8.432424586701177e-05,3.892969350860378e-05
327,4.16665e-05,8.590368802217727e-05,3.9658869303571854e-05
328,4.16665e-05,9.073084674319443e-05,4.188740757977478e-05
329,4.16665e-05,9.34068312155529e-05,4.312282041118027e-05
330,4.16665e-05,9.427436774191353e-05,4.352333310751676e-05
331,4.16665e-05,9.619871418648524e-05,4.441173971609403e-05
332,4.16665e-05,9.875863099625104e-05,4.559356797660258e-05
333,4.16665e-05,9.988094968085173e-05,4.611170510265989e-05
334,4.16665e-05,9.98411961363674e-05,4.609335221628964e-05
335,4.16665e-05,0.000100303373382,4.630672404469108e-05
336,4.16665e-05,0.0001003002227021,4.6305269480824514e-05
337,4.16665e-05,9.98411961363674e-05,4.609335221628964e-05
338,4.16665e-05,0.0001011432515912,4.669446781795713e-05
339,4.16665e-05,0.0001009395781122,4.660043856183037e-05
340,4.16665e-05,0.0001009710849108,4.661498420049618e-05
341,4.16665e-05,0.0001006287392272,4.645693460989274e-05
342,4.16665e-05,9.993013411939986e-05,4.613441191845628e-05
343,4.16665e-05,9.96987177412954e-05,4.6027574690564734e-05
344,4.16665e-05,9.719805062921318e-05,4.487310004048677e-05
345,4.16665e-05,9.59030154811296e-05,4.427522548045484e-05
346,4.16665e-05,9.428071139262906e-05,4.35262617595971e-05
347,4.16665e-05,9.367098083134978e-05,4.32447694838065e-05
348,4.16665e-05,9.236645135269514e-05,4.264251170782761e-05
349,4.16665e-05,9.205624683270333e-05,4.249930062109804e-05
350,4.16665e-05,9.191622131590796e-05,4.243465550751084e-05
351,4.16665e-05,9.283298457182146e-05,4.285789454399093e-05
352,4.16665e-05,9.500261884406232e-05,4.385954236634211e-05
353,4.16665e-05,9.67151296457383e-05,4.465015151978253e-05
354,4.16665e-05,9.61293569386615e-05,4.437971978668208e-05
355,4.16665e-05,9.61930049008412e-05,4.4409103929221696e-05
356,4.16665e-05,9.790553684801954e-05,4.51997228448357e-05
357,4.16665e-05,9.839044550871865e-05,4.542358900985846e-05
358,4.16665e-05,9.84194148469864e-05,4.543696318769208e-05
359,4.16665e-05,9.810857596192296e-05,4.529345923575444e-05
360,4.16665e-05,9.809345692771752e-05,4.528647928162961e-05
361,4.16665e-05,9.746606987194654e-05,4.4996835590882e-05
362,4.16665e-05,9.804738087802e-05,4.526520750535258e-05
363,4.16665e-05,9.9235906130589e-05,4.581390999695528e-05
364,4.16665e-05,9.919873233739568e-05,4.579674809576436e-05
365,4.16665e-05,9.888286082276446e-05,4.5650920746509606e-05
366,4.16665e-05,9.788726713395876e-05,4.519128832684431e-05
367,4.16665e-05,9.731413943730828e-05,4.492669437355733e-05
368,4.16665e-05,9.648559521734622e-05,4.454418312534152e-05
369,4.16665e-05,9.41552128359725e-05,4.346832325927398e-05
370,4.16665e-05,9.239924802689473e-05,4.265765283908308e-05
371,4.16665e-05,9.064321978130984e-05,4.184695313237139e-05
372,4.16665e-05,8.806826851934806e-05,4.065818396643237e-05
373,4.16665e-05,8.684817303171785e-05,4.0094906549643086e-05
374,4.16665e-05,8.66974690362181e-05,4.002533153838736e-05
375,4.16665e-05,8.787466029950858e-05,4.056880150493981e-05
376,4.16665e-05,8.95265680913484e-05,4.13314322688392e-05
377,4.16665e-05,9.106627784753191e-05,4.204226493961059e-05
378,4.16665e-05,9.0766223168685e-05,4.190373969620958e-05
379,4.16665e-05,9.058014274769455e-05,4.1817832568519e-05
380,4.16665e-05,9.070942634927816e-05,4.187751849791676e-05
381,4.16665e-05,9.062934833174512e-05,4.184054914648902e-05
382,4.16665e-05,9.008774857915108e-05,4.159051059404143e-05
383,4.16665e-05,8.979959881814703e-05,4.14574814543779e-05
384,4.16665e-05,9.005875809538085e-05,4.157712665403417e-05
385,4.16665e-05,9.01218139834938e-05,4.160623745571299e-05
386,4.16665e-05,9.040674962813534e-05,4.173778274498916e-05
387,4.16665e-05,9.035509116580812e-05,4.171393375488143e-05
388,4.16665e-05,9.046356759304452e-05,4.176401370545556e-05
389,4.16665e-05,9.02214515907332e-05,4.1652236817721846e-05
390,4.16665e-05,9.00599633890169e-05,4.157768309792949e-05
391,4.16665e-05,8.996984125785088e-05,4.153607671404117e-05
392,4.16665e-05,8.950199701757673e-05,4.13200886231146e-05
393,4.16665e-05,8.90209156928094e-05,4.109798941151369e-05
394,4.16665e-05,8.732352392533881e-05,4.031436021219809e-05
395,4.16665e-05,8.633243422854108e-05,3.985680713550981e-05
396,4.16665e-05,8.569434754856311e-05,3.9562223784919976e-05
397,4.16665e-05,8.50392175936626e-05,3.925977212240757e-05
398,4.16665e-05,8.51262101904757e-05,3.929993370460296e-05
399,4.16665e-05,8.550141598479994e-05,3.9473153712982656e-05
400,4.16665e-05,8.602597246247135e-05,3.971532395350762e-05
401,4.16665e-05,8.650011806245627e-05,3.993422117216732e-05
402,4.16665e-05,8.720880957489865e-05,4.026140042041156e-05
403,4.16665e-05,8.794460962139903e-05,4.0601094775212566e-05
404,4.16665e-05,8.872580906152053e-05,4.096174851673532e-05
405,4.16665e-05,8.924850473498204e-05,4.12030596859834e-05
406,4.16665e-05,8.954993387148415e-05,4.134221947066853e-05
407,4.16665e-05,8.961802238916471e-05,4.137365366966438e-05
408,4.16665e-05,8.975483378959732e-05,4.143681493286411e-05
409,4.16665e-05,9.009089925900644e-05,4.159196515790799e-05
410,4.16665e-05,9.01621384565425e-05,4.162485392077048e-05
411,4.16665e-05,9.036392998580508e-05,4.171801434344669e-05
412,4.16665e-05,9.05833145730524e-05,4.18192968945592e-05
413,4.16665e-05,9.110036439737698e-05,4.205800156345572e-05
414,4.16665e-05,9.125168161244608e-05,4.212785967774595e-05
415,4.16665e-05,9.116720533041684e-05,4.208885979420912e-05
416,4.16665e-05,9.099755496477986e-05,4.201053787540672e-05
417,4.16665e-05,9.013122373205528e-05,4.161058162296554e-05
418,4.16665e-05,8.933805593758366e-05,4.124440249118447e-05
419,4.16665e-05,8.848749924963848e-05,4.085172882024977e-05
420,4.16665e-05,8.774664542806815e-05,4.050970130595814e-05
421,4.16665e-05,8.779204482168924e-05,4.053066069267988e-05
422,4.16665e-05,8.836521480934452e-05,4.079527417031406e-05
423,4.16665e-05,8.841437810239019e-05,4.081797122393681e-05
424,4.16665e-05,8.889611493773146e-05,4.1040373062919376e-05
425,4.16665e-05,8.933805593758366e-05,4.124440249118447e-05
426,4.16665e-05,9.048562235203244e-05,4.177419565252165e-05
427,4.16665e-05,9.236012884748204e-05,4.263959281792089e-05
428,4.16665e-05,9.35215667114954e-05,4.317578996514039e-05
429,4.16665e-05,9.32693643045463e-05,4.305935652059889e-05
430,4.16665e-05,9.35480197349794e-05,4.318800244431551e-05
431,4.16665e-05,9.39407974417858e-05,4.3369334818957794e-05
432,4.16665e-05,9.439606010814072e-05,4.357951441659166e-05
433,4.16665e-05,9.556441255143416e-05,4.411890379457878e-05
434,4.16665e-05,9.608579720374784e-05,4.4359609709063605e-05
435,4.16665e-05,9.659529808372096e-05,4.459482928198453e-05
436,4.16665e-05,9.91022665555141e-05,4.575221305979569e-05
